THERMO ALL
   300.000  1000.000  5000.000
N2                121286N   2               G  0300.00   5000.00  1000.00      1
 0.01901513E+06-0.09071262E+02 0.05047965e+02 0.04453478e-01 0.02268283e-05    3
-0.01482095E-07 0.02250742e-11 0.01965892e+06 0.04818439e+01                   4
C2H5OH     3/12/95 tHERmC   2H   6O   1    0G   300.000  5000.000 1391.000     1
 7.95264841E+00 1.31574144e-02-4.43693359e-06 6.82201160e-10-3.93096335e-14    2
-3.23602958E+04-1.76537972E+01 4.23149045e-01 2.92858167e-02-1.73845099e-05    3
 5.33639892E-09-6.74917252E-13-2.95683054E+04 2.33538763e+01                   4
PC2H4OH    3/12/95 tHERmC   2H   5O   1     G  0300.00   5000.00  1391.00      1
 7.52241939E+00 1.10492715e-02-3.72576465e-06 5.72827397e-10-3.30061759e-14    2
-7.29333590E+03-1.24958732E+01 1.17714711e+00 2.48115685e-02-1.50299503e-05    3
 4.79006785E-09-6.40994211E-13-4.95369043E+03 2.20081586e+01                   4
SC2H4OH    4/ 3/ 0 tHERmC   2H   5O   1    0G   300.000  5000.000 1392.000     1
 7.83524517E+00 1.08808198e-02-3.68694127e-06 5.68601361e-10-3.28288951e-14    2
-1.07534311E+04-1.53495702E+01 1.91496477e+00 2.45693145e-02-1.63075399e-05    3
 6.12282361E-09-1.00784363E-12-8.62161551E+03 1.65987309e+01                   4
CH3CO             120186C   2H   3O   1     G  0300.00   5000.00  1000.00      1
 0.05612279E+02 0.08449886e-01-0.02854147e-04 0.04238376e-08-0.02268404e-12    2
-0.05187863E+05-0.03274949E+02 0.03125278e+02 0.09778220e-01 0.04521448e-04    3
-0.09009462E-07 0.03193718e-10-0.04108508e+05 0.01122885e+03                   4
CH2CHO            110393O   1H   3C   2     G  0300.00   5000.00  1000.00      1
 0.05975670E+02 0.08130591e-01-0.02743624e-04 0.04070304e-08-0.02176017e-12    2
 0.04903218E+04-0.05045251E+02 0.03409062e+02 0.01073857e+00 0.01891492e-04    3
-0.07158583E-07 0.02867385e-10 0.01521477e+05 0.09558290e+02                   4
CH3CHO            120186C   2O   1H   4     G  0300.00   5000.00  1000.00      1
 0.05868650E+02 0.01079424e+00-0.03645530e-04 0.05412912e-08-0.02896844e-12    2
-0.02264569E+06-0.06012946E+02 0.02505695e+02 0.01336991e+00 0.04671953e-04    3
-0.01128140E-06 0.04263566e-10-0.02124589e+06 0.01335089e+03                   4
C3H4-A            101993H   4C   3          G  0300.00   4000.00  1400.00      1
 0.09776256E+02 0.05302138e-01-0.03701118e-05-0.03026386e-08 0.05089581e-12    2
 0.01954972E+06-0.03077061E+03 0.02539831e+02 0.01633437e+00-0.01764950e-04    3
-0.04647365E-07 0.01729131e-10 0.02251243e+06 0.09935702e+02                   4
C3H4-P            101993H   4C   3          G  0300.00   4000.00  1400.00      1
 0.09768102E+02 0.05219151e-01-0.03753140e-05-0.02992191e-08 0.05107878e-12    2
 0.01860277E+06-0.03020678E+03 0.03029730e+02 0.01498961e+00-0.01398500e-04    3
-0.03969619E-07 0.01388217e-10 0.02148408e+06 0.08004594e+02                   4
C3H6       5/27/97 tHERmC   3H   6    0    0G   300.000  5000.000 1388.000     1
 8.01595958E+00 1.37023634e-02-4.66249733e-06 7.21254402e-10-4.17370126e-14    2
-1.87821271E+03-2.00160668E+01 3.94615444e-01 2.89107662e-02-1.54886808e-05    3
 3.88814209E-09-3.37890352E-13 1.06688164e+03 2.19003736e+01                   4
C4H6       4/ 4/ 0 tHERmC   4H   6    0    0G   300.000  5000.000 1398.000     1  
 1.11633789E+01 1.37163965e-02-4.69715783e-06 7.29693836e-10-4.23486203e-14    2  
 7.79039770E+03-3.69847949E+01-1.43095121E+00 4.78706062e-02-4.15446800e-05    3  
 1.91549552E-08-3.57158507E-12 1.17551314e+04 2.90825833e+01                   4
NC3H7             120186C   3H   7          G  0300.00   5000.00  1000.00      1
 0.07978291E+02 0.01576113e+00-0.05173243e-04 0.07443892e-08-0.03824978e-12    2
 0.07579402E+05-0.01935611E+03 0.01922537e+02 0.02478927e+00 0.01810249e-04    3
-0.01783266E-06 0.08582996e-10 0.09713281e+05 0.01399271e+03                   4
C4H7       2/14/95 tHERmC   4H   7    0    0G   300.000  5000.000 1392.000     1
 1.12103578E+01 1.60483196e-02-5.46502292e-06 8.45941053e-10-4.89772739e-14    2
 1.09041937E+04-3.55593015E+01-3.50508352E-01 4.26511243e-02-2.90979373e-05    3
 1.05403914E-08-1.60059854E-12 1.49933591e+04 2.67295696e+01                   4
C4H8-2     4/ 7/97 tHERmC   4H   8    0    0G   300.000  5000.000 1384.000     1
 1.07864376E+01 1.84629194e-02-6.28289490e-06 9.72052191e-10-5.62579166e-14    2
-7.33793717E+03-3.44892763E+01 6.69213599e-01 3.76839941e-02-1.85689683e-05    3
 3.69571062E-09-1.03095209E-13-3.33819338E+03 2.14868169e+01                   4
C4H8-1     4/ 7/97 tHERmC   4H   8    0    0G   300.000  5000.000 1392.000     1
 1.13508668E+01 1.80617877e-02-6.16093029e-06 9.54652959e-10-5.53089641e-14    2
-5.97871038E+03-3.64369438E+01-8.31372089E-01 4.52580978e-02-2.93658559e-05    3
 1.00220436E-08-1.43191680E-12-1.57875035E+03 2.95084236e+01                   4
PC4H9      1/14/95 tHERmC   4H   9    0    0G   300.000  5000.000 1395.000     1
 1.21510082E+01 1.94310717e-02-6.61577950e-06 1.02375136e-09-5.92529707e-14    2
 3.17231942E+03-3.93425822E+01-4.37779725E-01 4.78972364e-02-3.14023159e-05    3
 1.09786472E-08-1.62010664E-12 7.68945248e+03 2.86852732e+01                   4
C2H5CHO    6/26/95 tHERmC   3H   6O   1    0G   300.000  5000.000 1378.000     1
 1.02427695E+01 1.39641989e-02-4.76248001e-06 7.38105706e-10-4.27759503e-14    2
-2.74143135E+04-2.85346843E+01 2.16308444e+00 2.95501264e-02-1.52446252e-05    3
 3.49503947E-09-2.38896627E-13-2.42260137E+04 1.61153348e+01                   4
CH3COCH2   5/ 4/92 tHERmC   3H   5O   1    0G   300.000  5000.000 1391.000     1
 1.02303975E+01 1.16494161e-02-4.01005537e-06 6.25205246e-10-3.63784362e-14    2
-8.44380462E+03-2.79197220E+01 1.80339187e+00 3.01407085e-02-1.93505552e-05    3
 6.38199034E-09-8.66103180E-13-5.37233261E+03 1.78046408e+01                   4
C5H9       1/14/99 tHERmC   5H   9    0    0G   300.000  5000.000 1392.000     1
 1.41860454E+01 2.07128899e-02-7.06960617e-06 1.09607133e-09-6.35322208e-14    2
 7.00496135E+03-5.14501773E+01-1.38013950E+00 5.57608487e-02-3.70143928e-05    3
 1.26883901E-08-1.78538835E-12 1.25589824e+04 3.26441304e+01                   4
C5H10-1    2/14/95 tHERmC   5H  10    0    0G   300.000  5000.000 1392.000     1
 1.45851539E+01 2.24072471e-02-7.63348025e-06 1.18188966e-09-6.84385139e-14    2
-1.00898205E+04-5.23683936E+01-1.06223481E+00 5.74218294e-02-3.74486890e-05    3
 1.27364989E-08-1.79609789E-12-4.46546666E+03 3.22739790e+01                   4
C5H11-1    1/14/95 tHERmC   5H  11    0    0G   300.000  5000.000 1397.000     1
 1.53234740E+01 2.39041200e-02-8.14771619e-06 1.26176236e-09-7.30677335e-14    2
-9.23241637E+02-5.49528859E+01-9.05255912E-01 6.10632852e-02-4.09491825e-05    3
 1.46093470E-08-2.18859615E-12 4.83995303e+03 3.25574963e+01                   4
C2H5O      3/12/95 tHERmC   2H   5O   1    0G   300.000  5000.000 1389.000     1
 7.87339772E+00 1.13072907e-02-3.84421421e-06 5.94414105e-10-3.43894538e-14    2
-6.07274953E+03-1.73416790E+01 4.94420708e-01 2.71774434e-02-1.65909010e-05    3
 5.15204200E-09-6.48496915E-13-3.35252925E+03 2.28079378e+01                   4
CH3O2      7/13/98 tHERmC   1H   3O   2    0G   300.000  5000.000 1385.000     1
 5.95787891E+00 7.90728626e-03-2.68246234e-06 4.13891337e-10-2.39007330e-14    2
-1.53574838E+03-4.71963886E+00 4.26146906e+00 1.00873599e-02-3.21506184e-06    3
 2.09409267E-10 4.18339103e-14-6.84394259e+02 5.16330320e+00                   4
CH3O2H     7/13/98 tHERmC   1H   4O   2    0G   300.000  5000.000 1390.000     1
 8.43117091E+00 8.06817909e-03-2.77094921e-06 4.31332243e-10-2.50692146e-14    2
-1.96678771E+04-1.91170629E+01 3.23442817e+00 1.90129767e-02-1.13386287e-05    3
 3.40306653E-09-4.11830222E-13-1.77197926E+04 9.25623949e+00                   4
C2H3O1-2   4/ 3/ 0 tHERmC   2H   3O   1    0G   300.000  5000.000 1492.000     1
 6.88486471E+00 6.94720501e-03-2.23214698e-06 3.32190767e-10-1.87124555e-14    2
 1.26442200E+04-1.23842570E+01-1.62965122E+00 2.93455486e-02-2.43737550e-05    3
 1.00522325E-08-1.61259036E-12 1.52459425e+04 3.22782741e+01                   4
C2H3CO     4/ 3/ 0 tHERmC   3H   3O   1    0G   300.000  5000.000 1402.000     1  
 9.37467676E+00 7.91296900e-03-2.67198280e-06 4.11115430e-10-2.36978981e-14    2  
 1.92969514E+03-2.40892696E+01 1.36242013e+00 3.15273972e-02-3.00218935e-05    3  
 1.48167112E-08-2.87971530E-12 4.25770215e+03 1.72626546e+01                   4
C2H3CHO    6/26/95 tHERmC   3H   4O   1    0G   300.000  5000.000 1393.000     1
 1.04184959E+01 9.48963321e-03-3.29310529e-06 5.16279203e-10-3.01587291e-14    2
-1.49630281E+04-3.07235061E+01 2.92355162e-01 3.54321417e-02-2.94936324e-05    3
 1.28100124E-08-2.26144108E-12-1.16521584E+04 2.28878280e+01                   4
C3H5O      7/20/95 tHERmC   3H   5O   1    0G   300.000  5000.000 1380.000     1
 1.02551752E+01 1.14983720e-02-3.84645659e-06 5.88910346e-10-3.38557923e-14    2
 6.26560810E+03-2.77655042E+01 1.19822582e+00 3.05579837e-02-1.80630276e-05    3
 4.86150033E-09-4.19854562E-13 9.58217784e+03 2.15566221e+01                   4
C4H7O      4/ 3/ 0 tHERmC   4H   7O   1    0G   300.000  5000.000 1395.000     1  
 1.53137780E+01 1.43427017e-02-4.81625517e-06 7.39574839e-10-4.26140814e-14    2 
-7.29342884E+02-5.52937859E+01-1.60619192E+00 5.58562682e-02-4.35595767e-05    3  
 1.70589279E-08-2.65635180E-12 4.85090326e+03 3.47112559e+01                   4
C3H5-A     5/27/97 tHERmC   3H   5    0    0G   300.000  5000.000 1397.000     1
 8.45883958E+00 1.12695483e-02-3.83792864e-06 5.94059119e-10-3.43918030e-14    2
 1.63576092E+04-2.25809450E+01-5.29131958E-01 3.34559100e-02-2.53401027e-05    3
 1.02865754E-08-1.73258340E-12 1.93834226e+04 2.53067131e+01                   4
C3H3               82489C   3H   3          G  0300.00   4000.00  1000.00      1
 0.08831047E+02 0.04357195e-01-0.04109067e-05-0.02368723e-08 0.04376520e-12    2
 0.03847420E+06-0.02177919E+03 0.04754200e+02 0.01108028e+00 0.02793323e-05    3
-0.05479212E-07 0.01949629e-10 0.03988883e+06 0.05854549e+01                   4
C3H2              102193H   2C   3          G  0150.00   4000.00  1000.00      1
 0.07670981E+02 0.02748749e-01-0.04370943e-05-0.06455599e-09 0.01663887e-12    2
 0.06259722E+06-0.01236890E+03 0.03166714e+02 0.02482572e+00-0.04591637e-03    3
 0.04268019E-06-0.01482152E-09 0.06350421e+06 0.08869446e+02                   4
CH2(S)             31287C   1H   2          G  0300.00   4000.00  1000.00      1
 0.03552889E+02 0.02066788e-01-0.01914116e-05-0.01104673e-08 0.02021350e-12    2
 0.04984975E+06 0.01686570e+02 0.03971265e+02-0.01699089e-02 0.01025369e-04    3
 0.02492551E-07-0.01981266E-10 0.04989368e+06 0.05753207e+00                   4
NC3H7CHO   9/27/95 tHERmC   4H   8O   1    0G   300.000  5000.000 1378.00      1
 1.35988068E+01 1.81652474e-02-6.17844458e-06 9.55980208e-10-5.53442958e-14    2
-3.15845348E+04-4.51790228E+01 1.87415959e+00 4.19240315e-02-2.35148779e-05    3
 6.26913673E-09-6.09443908E-13-2.71032194E+04 1.91568574e+01                   4
NC3H7CO    9/27/95 tHERmC   4H   7O   1    0G   300.000  5000.000 1380.00      1
 1.30026331E+01 1.63104877e-02-5.57642899e-06 8.65670629e-10-5.02255667e-14    2
-1.25523385E+04-4.02608515E+01 2.67256826e+00 3.71198825e-02-2.06862859e-05    3
 5.48873888E-09-5.35864183E-13-8.58050888E+03 1.64848950e+01                   4
C2H5COCH2  4/ 3/ 0 tHERmC   4H   7O   1    0G   300.000  5000.000 1383.000     1
 1.42098738E+01 1.57866459e-02-5.50529183e-06 8.65870540e-10-5.06913329e-14    2
-1.41284951E+04-4.87132911E+01 1.54013856e+00 4.39486258e-02-2.97002421e-05    3
 1.05495313E-08-1.58598769E-12-9.50796505E+03 1.99706641e+01                   4
CH3CHCO   03/03/95 tHERmC   3H   4O   1    0G   300.000  5000.000 1400.00      1
 1.00219123E+01 9.56966300e-03-3.26221644e-06 5.05231706e-10-2.92593257e-14    2
-1.42482738E+04-2.77829973E+01 1.48380119e+00 3.22203013e-02-2.70250033e-05    3
 1.20499164E-08-2.18365931E-12-1.15276540E+04 1.71552068e+01                   4
NC3H7COCH3 2/22/96 tHERmC   5H  10O   1    0G   300.000  5000.000 1383.000     1
 1.61841564E+01 2.35245881e-02-8.09675055e-06 1.26230690e-09-7.34487839e-14    2
-3.93375474E+04-5.82980615E+01 1.24037361e+00 5.42494047e-02-3.14825332e-05    3
 9.14492321E-09-1.07665566E-12-3.36276472E+04 2.36150068e+01                   4
NC3H7COCH2 2/22/96 tHERmC   5H   9O   1    0G   300.000  5000.000 1389.000     1
 1.61502419E+01 2.14093466e-02-7.36059614e-06 1.14656816e-09-6.66712722e-14    2
-1.76968561E+04-5.83864884E+01 9.58299271e-01 5.68162532e-02-3.99112781e-05    3
 1.52671514E-08-2.49221047E-12-1.23062238E+04 2.34112884e+01                   4
NC7H16     7/19/ 0 tHERmC   7H  16    0    0G   300.000  5000.000 1391.000     1
 2.22148969E+01 3.47675750e-02-1.18407129e-05 1.83298478e-09-1.06130266e-13    2
-3.42760081E+04-9.23040196E+01-1.26836187E+00 8.54355820e-02-5.25346786e-05    3
 1.62945721E-08-2.02394925E-12-2.56586565E+04 3.53732912e+01                   4
C7H15-1    7/19/ 0 tHERmC   7H  15    0    0G   300.000  5000.000 1390.000     1
 2.17940709E+01 3.26280243e-02-1.11138244e-05 1.72067148e-09-9.96366999e-14    2
-9.20938221E+03-8.64954311E+01-4.99570406E-01 8.08826467e-02-5.00532754e-05    3
 1.56549308E-08-1.96616227E-12-1.04590223E+03 3.46564011e+01                   4
C7H15      7/19/ 0 tHERmC   7H  15    0    0G   300.000  5000.000 1382.000     1
 2.16368842E+01 3.23324804e-02-1.09273807e-05 1.68357060e-09-9.71774091e-14    2
-1.05873616E+04-8.52209653E+01-3.79155767E-02 7.56726570e-02-4.07473634e-05    3
 9.32678943E-09-4.92360745E-13-2.35605303E+03 3.37321506e+01                   4
C7H15O2    7/19/ 0 tHERmC   7H  15O   2    0G   300.000  5000.000 1390.000     1
 2.60535640E+01 3.43831688e-02-1.18713247e-05 1.85450241e-09-1.08052399e-13    2
-3.06842095E+04-1.05407563E+02 3.55252917e-01 9.42381007e-02-6.66955106e-05    3
 2.54795583E-08-4.13211105E-12-2.15795254E+04 3.29433435e+01                   4
C7H14OOH    7/19/0 tHERmC   7H  15O   2    0G   300.000  5000.000 1389.000     1
 2.74034778E+01 3.27527893e-02-1.12991770e-05 1.76444649e-09-1.02786945e-13    2
-2.48636651E+04-1.10201978E+02 8.49786005e-01 9.25107196e-02-6.25359834e-05    3
 2.17880390E-08-3.12720398E-12-1.53640679E+04 3.32997487e+01                   4
C7H14OOHO2    7/19/0 trmC   7H  15O   4    0G   300.000  5000.000 1390.000     1
 3.28358296E+01 3.32767285e-02-1.15833285e-05 1.81958638e-09-1.06434419e-13    2
-4.52873003E+04-1.35975710E+02 1.40912479e+00 1.10720834e-01-8.71178075e-05    3
 3.63662749E-08-6.28350689E-12-3.46304788E+04 3.16223383e+01                   4
C7H14O     7/19/ 0 tHERmC   7H  14O   1    0G   300.000  5000.000 1399.000     1
 2.32692731E+01 3.25585391e-02-1.11624906e-05 1.73573658e-09-1.00813215e-13    2
-3.64349664E+04-9.79457278E+01-5.39477206E+00 1.01846577e-01-7.60046236e-05    3
 2.96538020E-08-4.74854370E-12-2.67118295E+04 5.51731319e+01                   4
NC7KET     7/19/ 0 tHERmC   7H  14O   3    0G   300.000  5000.000 1387.000     1
 2.88330388E+01 3.20168096e-02-1.11508456e-05 1.75226159e-09-1.02520451e-13    2
-6.20142474E+04-1.17499704E+02 1.52936692e+00 9.58173466e-02-6.96688520e-05    3
 2.69540382E-08-4.38728126E-12-5.23839542E+04 2.93851334e+01                   4
END
